hbidkhehhfk	KELTAKUKKIA
bfgfcfflh	hymyillen
jlhljji	Meneppä
hfa	nyt
ehbhccmac	kauniisti
afaajmlhc	tyttöseni
dh	ja
ehami	katso
laala	ettet
lhmcah	rasita
cmiimc	isääsi
eicch	kovin
jhfdih	paljon
eihej	Hänkö
lhmcaahcmc	rasittaisi
dbaabh	juttua
gbgcmc	mumisi
aibailc	tohtori
ebh	kun
bih	hän
afajh	tytön
eimc	käsi
ighmmhhh	omassaan
hmabc	astui
ehkbffl	kadulle
kblchei	Aurinko
lc	ei
iffba	ollut
cclfi	vielä
hcchh	aivan
fhmelhba	laskenut
mlh	sen
ecglfffm	kimellys
cifelbac	välkehti
lmjfhhhhkch	esplanaadin
jbcmmh	puissa
dh	ja
hicmmh	noissa
fijjbghaaigcmmh	loppumattomissa
heebhhlcclcmmi	akkunariveissä
jcalh	Miten
eiglhemc	komeaksi
mbblehbjbhecghcmlemc	suurkaupunkimaiseksi
aii	tää
ehbjbhec	kaupunki
ifcehhh	olikaan
ehmchhba	kasvanut
cfcch	Syvin
clalch	vetein
blhacaac	hengitti
aibailc	tohtori
lhcehmah	raikasta
ahfcccfghh	talviilmaa
dh	ja
bihlh	hänen
mbihcmmhhh	suonissaan
cclahmc	virtasi
bbmc	uusi
lfihblbeb	elonhehku
eih	Hän
ehamlfc	katseli
lhhlh	ennen
abhalghaaighffh	tuntemattomalla
bfcihahbaicmbbklffh	hyväntahtoisuudella
chmahhhabflcch	vastaantulevia
cbgcmlfbgci	ihmisryhmiä
dh	ja
ebh	kun
dieb	joku
cbglaalflci	ihmettelevä
mcfgifm	silmäys
ecchafc	kiintyi
mhbfhh	Paulan
mclciih	sievään
gbiaiih	muotoon
hcfhbac	ailahti
bih	hän
cfimah	ilosta
kcch	Niin
bih	hän
ifc	oli
aiklffhech	todellakin
ghhcfghh	maailman
migch	somin
jceebafaaj	pikkutyttö
mccai	siitä
ifc	oli
aibailc	tohtori
hcchh	aivan
chlgh	varma
dh	ja
hcch	niin
fbiaaicmlmac	luottoisesti
ebh	kun
bih	hän
jcac	piti
jceeb	pikku
eiajmaiih	kätöstään
bihlh	hänen
mbbllmmh	suuressa
eiblhmmhhh	kourassaan
fmi	Isä
jcei	Mikä
mcaal	sitte
mhbfh	Paula
lb	Oh
gchi	minä
ahbkich	tahdoin
chhh	vaan
mhhih	sanoa
laai	että
aigi	tämä
ih	on
hcch	niin
bhbmehh	hauskaa
dh	ja
laai	että
gchi	minä
jckih	pidän
mchbmah	sinusta
cmi	isä
icelch	oikein
ahchaaighh	tavattoman
jhfdih	paljon
dibailch	Tohtorin
gbbalh	muuten
hcch	niin
abcelh	tuikea
ehaml	katse
bcgglhc	himmeni
blaecmlemc	hetkiseksi
jcei	Mikä
mlh	sen
chcebaac	vaikutti
mcai	sitä
lc	ei
bih	hän
lbclhhba	ruvennut
heecficghhh	akkiloimaan
hbh	Kun
bih	hän
ahhmlh	taasen
hiec	näki
mlfcimac	selvästi
hifaac	näytti
ghhcfgh	maailma
bihlmai	hänestä
hcch	niin
mhhighaaighh	sanomattoman
mbficmlfah	suloiselta
abi	tuo
ghhcfgh	maailma
dieh	joka
ebchmabc	kuvastui
bihlffl	hänelle
fhjmlh	lapsen
cchaaighmmh	viattomassa
ehamllmmh	katseessa
clblhhchhh	Seuraavana
jiccihi	päivänä
cmabc	istui
aibailc	tohtori
dhffl	Galle
ahhmlh	taasen
iccmhh	Liisan
gclfffaaicimmi	miellyttävässä
hlecbbihllmmh	arkihuoneessa
mhbfhffh	Paulalla
ifc	oli
fbjhjicci	lupapäivä
dh	ja
bih	hän
hifaalfc	näytteli
ickch	äidin
elbicabemlmah	kehoituksesta
gcalh	miten
bih	hän
ifc	oli
eibfbmmh	koulussa
lkcmafhfa	edistynyt
jfjblggch	Myöhemmin
fibaccia	lähtivät
bl	he
ehbklh	kahden
eiclffffl	kävelylle
dh	ja
dim	jos
lccia	eivät
bl	he
lhhiaaihllaeiih	ennättäneetkään
mhbfhh	Paulan
flggcafffl	lemmitylle
fbcmalfblhkhffl	luisteluradalle
ifc	oli
mccblh	siihen
mffhi	syynä
ml	se
laai	että
aibailcffh	tohtorilla
ifc	oli
hcch	niin
jhfdih	paljon
alelgcmai	tekemistä
hhgbm	namus
dh	ja
flceecehfbehbjicmmh	leikkikalukaupoissa
laalccia	etteivät
bl	he
elldlhhlla	kerjenneet
jcalggiffl	pitemmälle
fcbkich	Vihdoin
mjccia	söivät
bl	he
jicciffcmai	päivällistä
fbklmmi	yhdessä
abimmh	tuossa
jclhlmmi	pienessä
gcfalc	miltei
hbleehehhjcfah	nurkkakaapilta
hifaaicimmi	näyttävässä
lbiehcfbbbihllmmh	ruokailuhuoneessa
dh	ja
elllhmmhhh	kerrassaan
bfcih	hyvän
jicciffcmlh	päivällisen
mjcciaech	söivätkin
ffahbigfmmi	Iltahämyssä
mjccia	söivät
bl	he
aheehchfelhh	takkavalkean
iillmmi	ääressä
jhcmalabcah	paistetuita
iglhicah	omenoita
diffich	jolloin
iccmhffh	Liisalla
ifc	oli
bfci	hyvä
acfhcmbbm	tilaisuus
mlfccalffi	selvitellä
ehmchabmmbbhhcalfgchhh	kasvatussuunnitelmiaan
mhbfhh	Paulan
mbballh	suhteen
afajh	tytön
camlhmi	itsensä
jbbbhcfflmmh	puuhaillessa
hhgbjiccih	aamupäivän
imaimalh	ostosten
ehhmmh	kanssa
diaeh	jotka
ehceec	kaikki
ifc	oli
dialaaf	jätetty
bihlh	hänen
bbimahhhmh	huostaansa
iccmh	Liisa
jbbbc	puhui
bfcch	hyvin
dh	ja
hdhaalfc	ajatteli
mlfcimac	selvästi
aibailch	tohtorin
aifafc	täytyi
gfjhaii	myöntää
bihlffi	hänellä
iflchh	olevan
icelch	oikein
ehcelmmh	kaikessa
mcffi	sillä
bihlh	hänen
clbghcfah	vehmailta
bbbfcfahhh	huuliltaan
lc	ei
jiimmfa	päässyt
hchihahehhh	ainoatakaan
ghbkiaihah	mahdotonta
hdhabmah	ajatusta
dibailc	Tohtori
abhmc	tunsi
cccbafcihmi	viihtyvänsä
llchighcmlmac	erinomaisesti
lhmc	ensi
ellahh	kertaa
abhmc	tunsi
bih	hän
eimcaaicihmi	käsittävänsä
gcai	mitä
mhhh	sana
eikceebbm	kodikkuus
gllecamll	merkitsee
gh	Ja
ebh	kun
bl	he
ifccha	olivat
mcchi	siinä
eifgcmch	kolmisin
iccmh	Liisa
chmahjiiai	vastapäätä
bihai	häntä
dh	ja
mhbfh	Paula
bihlh	hänen
jifcllhmh	polveensa
hidhbabhllhh	nojautuneena
chfahmc	valtasi
aibailch	tohtorin
mlfcaaigiajh	selittämätön
ihhlh	onnen
abhhl	tunne
jbaah	Mutta
mhghffh	samalla
hchbabc	avautui
icc	ovi
dh	ja
mcmiih	sisään
hmabc	astui
bfdhm	uljas
cdieeiigjc	ijäkkäämpi
hhchlh	nainen
diheh	jonka
iccmh	Liisa
lmcaac	esitti
llaac	Betti
aikcemc	tädiksi
fcllhhh	Vieraan
abfi	tulo
chcebaac	vaikutti
aibailch	tohtorin
mbficmcch	suloisiin
abhhlfgcch	tunnelmiin
ebch	kuin
diibkfaaici	jäähdyttävä
lbcmel	ruiske
clh	Sen
eimcafemlh	käsityksen
gbehhh	mukaan
gchei	minkä
bih	hän
ifc	oli
mhhhba	saanut
llaac	Betti
aikcmai	tädistä
ifcmc	olisi
bih	hän
ehceelch	kaikkein
cibcggih	vähimmän
bhfbhhba	halunnut
dbblc	juuri
bihai	häntä
ahchah	tavata
ccemc	Siksi
ifcech	olikin
bih	hän
blac	heti
chfgcm	valmis
eiihaigiih	kääntämään
fbihallhmh	luonteensa
ehlelhh	karkean
jbiflh	puolen
hibaiciemc	nähtäväksi
jbaah	Mutta
llaac	Betti
aiac	täti
lc	ei
iffba	ollut
gcffihmieiih	millänsäkään
chhh	vaan
cmabbabc	istuutui
affhllhi	tyyneenä
hidhabifcch	nojatuoliin
diheh	jonka
iccmh	Liisa
bihlffl	hänelle
ahldimc	tarjosi
eihlh	Hänen
cccmhha	viisaat
mcfgihmi	silmänsä
ahlehmalfccha	tarkastelivat
ecchafgfemlffi	kiintymyksellä
aibailc	tohtori
dhfflh	Gallen
aiffi	tällä
ellahh	kertaa
bfcch	hyvin
cibih	vähän
gfjaiabhhlaah	myötätunnetta
blliaaicii	herättävää
iflgbmah	olemusta
jbaah	Mutta
bclhiffh	hienolla
ghhcfghh	maailmaa
eielhllffh	kokeneella
ahchffhhh	tavallaan
hfeic	alkoi
bih	hän
mcaalh	sitten
elmebmalfbh	keskustelun
dibih	johon
aibailc	tohtori
ecchafc	kiintyi
chmalh	vasten
ahbaihhh	tahtoaan
dh	ja
lhhlh	ennen
jcaeii	pitkää
ifc	oli
bih	hän
cbgllffcmai	ihmeellistä
efffi	kyllä
bhibahhba	unohtanut
eiei	koko
chmalhgclfcmffalhmi	vastenmielisyytensä
chhbidh	vanhoja
lghhmcjlllhaabdh	emansipeerattuja
hhcmch	naisia
labjiimmi	etupäässä
llaac	Betti
aiaci	tätiä
eibahhh	kohtaan
eih	Hän
ifc	oli
aiklffhech	todellakin
eclbaihch	kiehtoava
dh	ja
gclflhecchaih	mielenkiintoa
blliaaici	herättävä
abi	tuo
bijlhbcbemchlh	hopeahiuksinen
hlcac	neiti
dieh	joka
hcch	niin
bfcihahbaicmlmac	hyväntahtoisesti
ehamlfc	katseli
aibailch	tohtoria
cclfi	vielä
hbilbbaah	nuoruutta
bbebccffh	uhkuvilla
ecleehcffh	kirkkailla
mcfgcffiih	silmillään
hbh	Kun
mhbfh	Paula
ifc	oli
eieihhhh	kokonaan
ecchafhfa	kiintynyt
flceecgiih	leikkimään
bbmcffh	uusilla
hbelcffhhh	nukeillaan
dh	ja
iccmh	Liisa
glhhfa	mennyt
gffgifiih	myymälään
llimai	erästä
imahdhh	ostajaa
jhfclflghhh	palvelemaan
ehamlfc	katseli
llaac	Betti
aiac	täti
hdhaalflchmac	ajattelevasti
bihlh	hänen
difellhmi	jälkeensä
ccaal	Sitte
eiihafc	kääntyi
bih	hän
aibailcch	tohtoriin
dh	ja
mhhic	sanoi
ghahfhffh	matalalla
iihlffi	äänellä
eih	Hän
ih	on
chlghhhech	varmaankin
alckih	teidän
gclflmaihhl	mielestänne
jhfdih	paljon
gbbaabhba	muuttunut
aibailc	tohtori
dhffl	Galle
dibailc	Tohtori
gblhbac	murahti
gfjhaicih	myöntävän
chmahbemlh	vastauksen
lfeii	Älkää
fbbfei	luulko
laai	että
fhbmbh	lausun
aiai	tätä
dihebhfhcmlhh	jonkunlaisena
gicaallhh	moitteena
alcai	teitä
eibahhh	kohtaan
dhaeic	jatkoi
bih	hän
fmaiciffcmlmac	ystävällisesti
gbaah	mutta
ebh	kun
iccmh	Liisa
ehbklemhh	kahdeksan
cbiaah	vuotta
ahehjllch	takaperin
abfc	tuli
fbiemlhc	luokseni
ifc	oli
bih	hän
ebch	kuin
mblehmabhba	surkastunut
jcglimmi	pimeässä
ehmchhba	kasvanut
ebeeh	kukka
gbaah	mutta
hfa	nyt
hfa	nyt
ih	on
bih	hän
elbcaafhfa	kehittynyt
ehbhccemc	kauniiksi
ebeecchemc	kukkivaksi
lbbmbemc	ruusuksi
bh	En
mhhi	sano
laai	että
bih	hän
glhlaalfc	menetteli
icelch	oikein
diaailmmiih	jättäessään
alckia	teidät
gbaah	mutta
fbbflh	luulen
laai	että
aigi	tämä
lli	ero
aigi	tämä
eiei	koko
bihlh	hänen
lhacmlh	entisen
lfigihmi	elämänsä
gbllim	murros
ifc	oli
ahljllh	tarpeen
bihlh	hänen
mcmicmlffl	sisäiselle
elbcafemlffllh	kehitykselleen
diaah	jotta
bihlmai	hänestä
cicmc	voisi
abffh	tulla
ml	se
gcei	mikä
bih	hän
hfa	nyt
ih	on
bfjkfffchlh	hyödyllinen
hdhaalflch	ajatteleva
dh	ja
lhhlh	ennen
ehceelh	kaikkea
elcmacffcmgclfchlh	kristillismielinen
hhchlh	nainen
dl	Te
diacaal	jätitte
bfccch	hyviin
eimcch	käsiin
fhjmlhhl	lapsenne
aibailc	tohtori
dhffl	Galle
mhbfh	Paula
ehmchh	kasvaa
jclhlhi	pienenä
ihhlffcmlhh	onnellisena
afaajhi	tyttönä
icachmi	äitinsä
ijlaahlmmh	opettaessa
bihai	häntä
lhehmahghhh	rakastamaan
gbghfhh	Jumalaa
dh	ja
fibcggicmciih	lähimmäisiään
dh	ja
aigih	tämän
lheehbklh	rakkauden
cicghffh	voimalla
jflecgiih	pyrkimään
clfciffcmbbalhmh	velvollisuutensa
aifaaiciemc	täyttäväksi
dh	ja
bfciemc	hyväksi
cbgcmlemc	ihmiseksi
gbghfh	Jumala
ih	on
eiihaihfa	kääntänyt
cbgcmlffcmlh	ihmisellisen
bbffbbklh	hulluuden
bfciemc	hyväksi
hlbciemc	neuvoksi
cccmhbalhmh	viisautensa
lheehbaah	rakkautta
bbebchh	uhkuvan
hccicabemlh	aivoituksen
difellh	jälkeen
jchi	Minä
iflh	olen
cfichlh	iloinen
mhhklmmhhc	saadessani
elllhh	kerran
mhhih	sanoa
aigih	tämän
alcffl	teille
dh	ja
gchi	minä
aiccih	toivon
alcai	teitä
cfhbbaahchh	ilahuttavan
mlh	sen
laai	että
iccmh	Liisa
hfa	nyt
ih	on
ihhlffchlh	onnellinen
eih	Hän
chcelhc	vaikeni
mcffi	sillä
mhghmmh	samassa
hmabc	astui
mcmiih	sisään
iccmh	Liisa
dh	ja
jhhc	pani
hcicglh	avoimen
ecldllh	kirjeen
bihlh	hänen
eiallhmi	käteensä
dicgcaahdhfah	Toimittajalta
mhhic	sanoi
bih	hän
bih	hän
ecldicaahh	kirjoittaa
hcch	niin
fmaiciffcmlmac	ystävällisesti
dh	ja
fiblaaii	lähettää
mhghffh	samalla
gchbffl	minulle
ecldicabmjhfeecih	kirjoituspalkkion
eih	Hän
eibiaac	kohotti
eiklmmiih	kädessään
gbbahgch	muutamia
bbmch	uusia
ehbhccah	kauniita
mlalflcai	seteleitä
diiffi	Täällä
ih	on
glckih	meidän
elmihcclaaih	kesänviettoa
chlalh	varten
jceeb	pikku
aiac	täti
mhbfh	Paula
mhh	saa
hfa	nyt
blhacaaii	hengittää
mbifhcmlhglllh	suolaisenmeren
cfghh	ilmaa
gchi	minä
iflh	olen
hcch	niin
mhhighaaighh	sanomattoman
cfichlh	iloinen
dibailch	Tohtorin
ehmcia	kasvot
mfhecmafccia	synkistyivät
gim	Jos
mchbffh	sinulla
ih	on
iffba	ollut
dihebhfhcmch	jonkunlaisia
ahljlcah	tarpeita
gcemla	mikset
mcaal	sitte
ifl	ole
mhffchba	sallinut
mhbfhh	Paulan
cmih	isän
dhchaaighffh	Tavattomalla
mbfibklffh	suloudella
hmlaac	asetti
iccmh	Liisa
eialhmi	kätensä
aibailch	tohtorin
eimcchlllffl	käsivarrelle
blgjlih	hempeän
lbmiabemlh	rusotuksen
eibialmmh	kohotessa
jimecffllh	poskilleen
cbi	Suo
hhallemc	anteeksi
mhhic	sanoi
bih	hän
bcfdhh	hiljaa
ml	se
ih	on
ebh	kun
ihech	onkin
gchbh	minun
ffjlfalhc	ylpeyteni
dh	ja
cfihc	iloni
ehmchaahh	kasvattaa
mhbfh	Paula
ighch	omain
eiaalhc	kätteni
afjffi	työllä
dibih	Tähän
hmac	asti
ih	on
ehceec	kaikki
glhhfa	mennyt
bfcch	hyvin
lcei	eikä
glcfai	meiltä
ifl	ole
eimehhh	koskaan
gcaiih	mitään
jbbaabhba	puuttunut
dim	jos
mchi	sinä
ahbkia	tahdot
eiiah	koota
diahech	jotakin
bihlh	hänen
bfciemllh	hyväkseen
hcch	niin
ahfflah	talleta
hl	ne
mcemc	siksi
ebhhlm	kunnes
bih	hän
hcebcmlhh	aikuisena
ahbaii	tahtoo
elbcaafi	kehittyä
difflech	jollekin
llceicmlffl	erikoiselle
hfhffl	alalle
dibailc	Tohtori
lc	ei
chmahhhba	vastannut
bih	hän
ifc	oli
hibmmba	noussut
dh	ja
glhhfa	mennyt
ceebhhh	ikkunan
fbi	luo
bih	hän
abhmc	tunsi
laai	että
abi	tuo
dbijh	juopa
dieh	joka
ifc	oli
bihlh	hänen
dh	ja
bihlh	hänen
lhacmlh	entisen
chcgihmh	vaimonsa
cifcffi	välillä
dh	ja
diheh	jonka
bih	hän
chmaceiih	vastikään
ifc	oli
cibiffi	vähällä
eieihhhh	kokonaan
bhbiaahh	unhottaa
ifc	oli
ahhmlh	taasen
hgghbahhba	ammahtanut
mfclggiemc	syvemmäksi
mfclggiemc	syvemmäksi
ebch	kuin
eimehhh	koskaan
lhhlh	ennen
eih	Hän
ehamlfc	katseli
mcai	sitä
ahchaaighffh	tavattomalla
ehbbbffh	kauhulla
gbaah	mutta
mlh	sen
aicmlffh	toisella
jbiflffh	puolella
mlcmic	seisoi
iccmh	Liisa
affhllhi	tyyneenä
dh	ja
ehbhlbaah	kauneutta
mialcflcihi	säteilevänä
mhbfhh	Paulan
eimc	käsi
ighmmhhh	omassaan
fbkcmalaafhi	yhdistettynä
llicaahghaaighmac	eroittamattomasti
mcallffi	siteellä
diah	jota
lc	ei
gceiih	mikään
ghhffchlh	maallinen
ghbac	mahti
efelhcmc	kykenisi
gblahghhh	murtamaan
dihi	Tänä
blaelhi	hetkenä
abhmc	tunsi
bih	hän
iflchhmh	olevansa
blcmai	heistä
giflggcmah	molemmista
hcch	niin
ahchaaighh	tavattoman
ehbchemc	kauvaksi
llicalaabhh	eroitettuna
jcei	Mikä
bih	hän
icelhmahhh	oikeastaan
ifc	oli
blcffl	heille
ihjmlh	Lapsen
cmi	isä
efffi	kyllä
gbaah	mutta
gbbalh	muuten
clhai	vento
ccllhm	vieras
fcllhm	Vieras
blckih	heidän
hdhabemcffllh	ajatuksilleen
eiei	koko
blckih	heidän
lfigihehamhhhiffllh	elämänkatsannolleen
gcemc	miksi
bih	hän
ifc	oli
cccjfhfa	viipynyt
aiiffi	täällä
jiccih	päivän
aiai	tätä
ehceelh	kaikkea
eielhemllh	kokeakseen
mcffi	sillä
caml	itse
hmchmmh	asiassa
ifc	oli
bih	hän
cfichlh	iloinen
laai	että
bihlh	hänen
hmbchjcaidihmi	asuinpitäjänsä
dh	ja
jiiehbjbhach	pääkaupungin
cifci	väliä
ifc	oli
efgglhci	kymmeniä
jlhcebfgch	penikulmia
llaac	Betti
aiac	täti
cmabc	istui
chcac	vaiti
dh	ja
hdhaalfc	ajatteli
gcalh	miten
chcelhah	vaikeata
ih	on
elllhh	kerran
milefhfaai	särkynyttä
lhii	enää
mhhkh	saada
lbliemc	eheäksi
iccmh	Liisa
ifc	oli
mfafaaihfa	sytyttänyt
fhgjba	lamput
dh	ja
iaahhba	ottanut
bclhih	hienon
eimcafjhmi	käsityönsä
lmcffl	esille
eihlh	Hänen
jimecffhhh	poskillaan
jhfic	paloi
ehemc	kaksi
jclhai	pientä
jbhhcmah	punaista
jcfeebh	pilkkua
chlghhh	varmana
glleechi	merkkinä
mcmicmlmai	sisäisestä
fccebabemlmah	liikutuksesta
jbaah	Mutta
bihlh	hänen
iamhhmh	otsansa
ifc	oli
hcich	avoin
dh	ja
fbdhh	lujan
jiiaaicicmffklh	päättäväisyyden
cfgl	ilme
ebchbabc	kuvautui
bihlh	hänen
ehbhcch	kauniin
mbbhmh	suunsa
fgjilcffi	ympärillä
hiefc	näkyi
laai	että
lfigi	elämä
ifc	oli
mlfcihi	selvänä
bihlh	hänen
lklmmiih	edessään
llaac	Betti
aiac	täti
fbkcmac	yhdisti
ahhmlh	taasen
ahcahchmac	taitavasti
elmebmalfbh	keskustelun
ehaelhhlla	katkenneet
fhhaha	langat
jbaah	Mutta
aibailc	tohtori
lc	ei
cichba	voinut
cccjfi	viipyä
ehbclggch	kauvemmin
bih	hän
abhmc	tunsi
laai	että
aigih	tämän
eikceehhh	kodikkaan
hlecbbihllh	arkihuoneen
abiembhch	tuoksuava
cfgh	ilma
ifc	oli
cibiffi	vähällä
abelbbaahh	tukehuttaa
bihla	hänet
mhbfh	Paula
blcaaifafc	heittäytyi
bihlh	hänen
ehbfhhhmh	kaulaansa
dh	ja
fbjhmc	lupasi
ecldicaahh	kirjoittaa
bihlffl	hänelle
bmlch	usein
iccmh	Liisa
idlhmc	ojensi
bihlffl	hänelle
eialhmi	kätensä
fmaiciffcmlmac	ystävällisesti
gbaah	mutta
lc	ei
jffaihfa	pyytänyt
bihai	häntä
abflghhh	tulemaan
ahehcmch	takaisin
dibailc	Tohtori
lc	ei
iffba	ollut
hfefiih	nykyään
bihlffl	hänelle
gcaiih	mitään
lc	ei
lklm	edes
mfheei	synkkä
chldi	varjo
diheh	jonka
bih	hän
ahbaicmc	tahtoisi
jicmahh	poistaa
gclflmaiih	mielestään
dibailc	Tohtori
mlcmic	seisoi
ehbhh	kauan
bfeihh	ulkona
ehkbffh	kadulla
dh	ja
ehamlfc	katseli
chfhcmabbh	valaistuun
gffgifiih	myymälään
cclffi	Siellä
mlcmic	seisoi
iccmh	Liisa
dh	ja
fhdcaalfc	lajitteli
ecldhcch	kirjavia
mcfeec	silkki
dh	ja
ccffhfhheidh	villalankoja
affhllhi	tyyneenä
cfghh	ilman
jclhchaieiih	pienintäkään
gclflhfccebabemlh	mielenliikutuksen
cfglaai	ilmettä
iflgbemlmmhhh	olemuksessaan
eihlh	Hänen
ecleehha	kirkkaat
mcfgihmi	silmänsä
ehamlfccha	katselivat
fmaiciffcmlmac	ystävällisesti
imahdhh	ostajaa
diheh	jonka
ehhmmh	kanssa
bih	hän
jbblfc	puheli
dh	ja
jbhllch	punerva
fhgjbhchldimach	lampunvarjostin
fic	loi
bcgglih	himmeän
chfhcmabemlh	valaistuksen
bihlh	hänen
clbghcffl	vehmaille
ehmcicffllh	kasvoilleen
gbmacffl	mustille
bcbemcffllh	hiuksilleen
dh	ja
millhffl	sorealle
chlllffllh	varrelleen
efci	Hyvä
hdhaalflch	ajatteleva
dh	ja
elcmacffcmgclfchlh	kristillismielinen
hhchlh	nainen
ellaic	kertoi
bih	hän
eihlghcmlmac	konemaisesti
llaac	Betti
aikch	tädin
mhhidh	sanoja
cicei	voiko
aiccih	toivoa
lhlgjii	enempää
dh	ja
mlggichlh	semmoinen
hhchlh	nainen
ifc	oli
elllhh	kerran
iffba	ollut
bihlh	hänen
chcgihhhh	vaimonaan
jcei	Mikä
ml	se
ih	on
mhbfh	Paula
hcldl	Kirje
icac	äiti
dh	ja
imical	osoite
ebillmmh	kuoressa
ih	on
ebggch	kummin
eimchfhh	käsialaa
kifaijji	Näytäppä
gchbffl	minulle
fhjmlhc	lapseni
hcchh	aivan
icelch	oikein
ml	se
ih	on
jcchh	Miina
lllffcfah	Orellilta
iccmh	Liisa
iaac	otti
ecldllh	kirjeen
dh	ja
ehffcmahbmc	kallistausi
ahhemljich	taaksepäin
abiffl	tuolle
hfebjllicmlffl	alkuperäiselle
fljiabifcffl	lepotuolille
mhbfh	Paula
dieh	joka
hfa	nyt
ifc	oli
miflch	soleva
ehemcaicmahcbiachm	kaksitoistavuotias
afaaj	tyttö
blcaaifmc	heittäysi
ehbklh	kahden
mbbllh	suuren
eiccbh	koivun
cifcmmi	välissä
iflchhh	olevaan
lccjjbghaaiih	riippumattoon
iccmh	Liisa
afaailchllh	tyttärineen
hmbc	asui
hfa	nyt
ebalh	kuten
di	jo
gihlhh	monena
lklffcmlhiech	edellisenäkin
elmihi	kesänä
fbiamcchhbbm	luotsivanhus
ghhmmihch	Janssonin
fbihh	luona
jllc	Meri
ifc	oli
affhc	tyyni
dh	ja
cifelbac	välkehti
cfahhblchaih	iltaauringon
chfimmh	valossa
fbiamcbeei	luotsiukko
jbbbhmc	puuhasi
lhhhhmmh	rannassa
clhllhmi	veneensä
fbihh	luona
dh	ja
ehfhfieec	kalalokki
flhmc	lensi
cifeefcch	välkkyvin
mcccch	siivin
mhfglffl	salmelle
jich	päin
jcalh	Miten
ehceec	kaikki
ifc	oli
lhehmah	rakasta
dh	ja
abaabh	tuttua
hdhaalfc	ajatteli
mhbfh	Paula
aiiffi	täällä
ifc	oli
bih	hän
cclaaihfa	viettänyt
hbillh	nuoren
lfigihmi	elämänsä
cficmcggha	iloisimmat
dh	ja
bbiflaaigcggha	huolettomimmat
blaela	hetket
dffafcicmffklmai	Tyytyväisyydestä
bbihbahch	huoahtain
mbfec	sulki
bih	hän
gbmaha	mustat
mcfgihmi	silmänsä
jbaah	Mutta
bih	hän
hchmc	avasi
hl	ne
ahhmlh	taasen
diffllh	jälleen
ickch	äidin
bbbkhbahlmmh	huudahtaessa
jcai	Mitä
ecldicaahh	kirjoittaa
ebggc	kummi
iccmh	Liisa
eibiaac	kohotti
mcfgihmi	silmänsä
mfci	syvä
chehcbbm	vakavuus
ehamllmmh	katseessa
hbggcmc	Kummisi
ellaii	kertoo
chlmch	varsin
mblbffcmch	surullisia
bbacmch	uutisia
mhhic	sanoi
bih	hän
fmiimc	Isääsi
ih	on
eibkhhhba	kohdannut
ihhlaaigbbm	onnettomuus
bih	hän
ih	on
hdhhba	ajanut
ebgiih	kumoon
eifklmmiih	käydessään
gbbahghh	muutaman
mhclhhh	sairaan
fbihh	luona
dh	ja
ahcaahhba	taittanut
icelhh	oikean
dhfehhmh	jalkansa
mhbfh	Paula
mfjemibac	syöksähti
ffjm	ylös
dh	ja
mlcmic	seisoi
mhghffh	samalla
chhflch	vaalein
jimech	poskin
icachmi	äitinsä
lklmmi	edessä
jcai	Mitä
hcdia	aijot
mchi	sinä
albki	tehdä
icac	äiti
efmfc	kysyi
bih	hän
eccbelimac	kiihkeästi
jcai	Mitä
ahbaicmca	tahtoisit
mchi	sinä
mcaal	sitte
gchbh	minun
alelgiih	tekemään
iccmh	Liisa
ehamlfc	katseli
abaecchmac	tutkivasti
dihhcafemlffi	jännityksellä
afailaiih	tytärtään
jlckih	Meidän
aifaff	täytyy
ghaebmahh	matkustaa
bihlh	hänen
fbiemllh	luokseen
hfa	nyt
blac	heti
efci	Hyvä
ghaebmahehhggl	matkustakaamme
mcaal	sitte
ibiamcchhbbm	Luotsivanhus
mlei	sekä
bihlh	hänen
lbeeihmh	eukkonsa
mhccha	saivat
gfjmech	myöskin
bbacmlmah	uutisesta
aclkih	tiedon
mclhc	Pieni
afaaillhjiceh	tyttärenpoika
mleeh	Pekka
fiblalaacch	lähetettiin
effiih	kylään
blcimah	hevosta
bhelghhh	hakemaan
dh	ja
iccmh	Liisa
mbffic	sulloi
ecclllmac	kiireesti
ahljllffcmcggha	tarpeellisimmat
ehjchlla	kapineet
ghaehfhbeebbh	matkalaukkuun
gclflhfccebabemlh	mielenliikutuksen
chfahhghh	valtaaman
mhbfhh	Paulan
eiclfflmmi	kävellessä
flciaaighmac	levottomasti
bfim	ulos
dh	ja
mcmiih	sisään
ccaal	Sitte
fiemccia	läksivät
bl	he
giflggha	molemmat
chficmhhh	valoisana
elmifjhi	kesäyönä
lhbbhcmhmah	rauhaisasta
elmihmbhhimahhh	kesäasunnostaan
mfkihghhah	sydänmaata
eibklh	kohden
dcl	Tie
ifc	oli
jcaei	pitkä
dh	ja
lhbahaclmai	rautatiestä
laiiffi	etäällä
gbaah	mutta
iccmh	Liisa
dh	ja
bihlh	hänen
afaaillhmi	tyttärensä
lccia	eivät
ifflla	olleet
fcchh	liian
hlehcflcch	arkailevia
eillfghaebmabemllh	kärrymatkustukseen
iljbbabmabhaldh	Lepuutustunteja
jcklaacch	pidettiin
bhlcich	harvoin
dh	ja
ghbkiffcmcgghh	mahdollisimman
ffbfcci	lyhyviä
dh	ja
hcch	niin
fiblhc	läheni
iccmh	Liisa
mcai	sitä
eiach	kotia
diheh	jonka
bih	hän
eibah	kohta
